activity_key,report_month,customer_id,product_id,region_id,revenue,transactions,active_flag,retained_flag,expansion_revenue,churn_revenue,customer_key,product_key,region_key
9035,2024-08,CUST02458,PROD007,R10,2251,22,1,1,123.92,82.48,2458,7,10
9036,2024-08,CUST03079,PROD018,R08,1068,22,1,1,176.12,48.04,3079,18,8
9037,2024-08,CUST02235,PROD010,R03,6573,4,0,0,572.03,168.68,2235,10,3
9038,2024-08,CUST01434,PROD021,R02,1899,18,1,1,238.04,79.63,1434,21,2
9039,2024-08,CUST00009,PROD001,R03,1626,2,1,1,193.57,12.85,9,1,3
9040,2024-08,CUST00972,PROD025,R04,896,5,1,1,117.42,26.52,972,25,4
9041,2024-08,CUST02778,PROD009,R09,1012,10,1,1,55.54,31.66,2778,9,9
9042,2024-08,CUST01261,PROD007,R02,5644,22,1,1,332.94,124.72,1261,7,2
9043,2024-08,CUST01877,PROD004,R01,13347,10,1,1,2470.6,218.24,1877,4,1
9044,2024-08,CUST03377,PROD016,R05,18967,1,1,1,2088.95,923.58,3377,16,5
9045,2024-08,CUST00976,PROD005,R07,1042,5,1,1,127.3,15.24,976,5,7
9046,2024-08,CUST01646,PROD022,R05,17397,4,1,0,196.39,15.45,1646,22,5
9047,2024-08,CUST03726,PROD005,R03,6575,6,1,1,1016.55,211.63,3726,5,3
9048,2024-08,CUST03764,PROD016,R08,8498,23,1,1,1226.76,290.74,3764,16,8
9049,2024-08,CUST02179,PROD011,R09,18763,9,1,1,119.87,241.24,2179,11,9
9050,2024-08,CUST04616,PROD005,R09,8629,10,0,0,1030.39,304.44,4616,5,9
9051,2024-08,CUST00297,PROD023,R09,819,8,1,1,128.64,15.01,297,23,9
9052,2024-08,CUST00121,PROD009,R05,6110,16,1,1,184.97,181.03,121,9,5
9053,2024-08,CUST04946,PROD020,R02,2305,8,1,1,63.68,62.19,4946,20,2
9054,2024-08,CUST03305,PROD013,R02,840,4,1,1,8.91,27.95,3305,13,2
9055,2024-08,CUST03850,PROD017,R09,5957,9,1,1,202.97,99.44,3850,17,9
9056,2024-08,CUST02245,PROD023,R08,23110,16,1,1,42.57,1122.14,2245,23,8
9057,2024-08,CUST03688,PROD002,R06,2062,16,0,1,274.34,18.38,3688,2,6
9058,2024-08,CUST01515,PROD014,R03,517,1,1,1,65.47,9.27,1515,14,3
9059,2024-08,CUST02539,PROD003,R04,2295,5,1,1,179.53,114.73,2539,3,4
9060,2024-08,CUST01899,PROD019,R05,604,12,1,1,89.32,27.8,1899,19,5
9061,2024-08,CUST02723,PROD022,R08,1735,14,1,1,66.56,35.04,2723,22,8
9062,2024-08,CUST01181,PROD016,R04,2413,2,1,1,118.42,35.19,1181,16,4
9063,2024-08,CUST01525,PROD022,R12,23811,15,1,1,249.18,137.85,1525,22,12
9064,2024-08,CUST01954,PROD008,R01,2380,14,1,1,363.88,68.56,1954,8,1
9065,2024-08,CUST01193,PROD011,R08,13339,19,1,1,1965.1,168.64,1193,11,8
9066,2024-08,CUST02027,PROD004,R01,7792,19,1,1,164.27,368.54,2027,4,1
9067,2024-08,CUST00066,PROD024,R07,2295,3,1,1,375.0,14.8,66,24,7
9068,2024-08,CUST03678,PROD023,R08,9997,12,0,1,263.61,293.89,3678,23,8
9069,2024-08,CUST01419,PROD007,R04,7807,8,1,1,1053.33,369.23,1419,7,4
9070,2024-08,CUST01009,PROD014,R10,8295,14,1,1,67.19,101.23,1009,14,10
9071,2024-08,CUST02140,PROD014,R08,4834,13,1,1,588.5,120.82,2140,14,8
9072,2024-08,CUST00547,PROD022,R01,1033,20,0,1,157.01,42.19,547,22,1
9073,2024-08,CUST03382,PROD011,R12,2398,14,0,1,415.61,84.47,3382,11,12
9074,2024-08,CUST03732,PROD002,R02,473,7,1,1,35.76,18.02,3732,2,2
9075,2024-08,CUST02161,PROD019,R12,2986,5,1,1,481.2,52.36,2161,19,12
9076,2024-08,CUST01542,PROD012,R07,2206,12,1,1,318.63,104.43,1542,12,7
9077,2024-08,CUST03898,PROD024,R06,7683,21,1,1,238.16,350.92,3898,24,6
9078,2024-08,CUST01610,PROD020,R07,2230,10,1,1,307.02,93.71,1610,20,7
9079,2024-08,CUST02294,PROD013,R06,1737,9,1,1,136.29,38.82,2294,13,6
9080,2024-08,CUST00913,PROD024,R01,20954,9,1,1,1884.21,59.9,913,24,1
9081,2024-08,CUST00409,PROD022,R03,5515,4,1,1,356.33,215.27,409,22,3
9082,2024-08,CUST02841,PROD004,R05,5165,13,1,1,31.43,247.34,2841,4,5
9083,2024-08,CUST00431,PROD017,R06,16756,17,1,1,1996.23,98.95,431,17,6
9084,2024-08,CUST03361,PROD025,R03,6750,12,0,1,570.23,335.51,3361,25,3
9085,2024-08,CUST00784,PROD005,R11,11262,2,1,1,2093.82,490.99,784,5,11
9086,2024-08,CUST01581,PROD020,R10,2567,7,1,1,9.78,105.33,1581,20,10
9087,2024-08,CUST04812,PROD010,R09,972,9,1,1,152.32,40.63,4812,10,9
9088,2024-08,CUST00758,PROD015,R09,4055,5,1,1,239.39,25.98,758,15,9
9089,2024-08,CUST00548,PROD016,R10,412,3,1,1,24.24,11.37,548,16,10
9090,2024-08,CUST01441,PROD013,R07,1025,14,0,1,117.86,4.53,1441,13,7
9091,2024-08,CUST00410,PROD010,R08,1615,11,1,1,241.57,77.56,410,10,8
9092,2024-08,CUST03568,PROD010,R09,2246,16,1,1,95.23,60.43,3568,10,9
9093,2024-08,CUST02088,PROD024,R12,5414,22,1,1,143.71,57.93,2088,24,12
9094,2024-08,CUST00533,PROD022,R07,2979,1,0,1,377.12,37.77,533,22,7
9095,2024-08,CUST04363,PROD003,R02,936,2,1,1,24.38,23.65,4363,3,2
9096,2024-08,CUST03065,PROD017,R08,6097,4,1,1,878.7,249.31,3065,17,8
9097,2024-08,CUST00770,PROD012,R02,929,2,1,1,157.68,1.23,770,12,2
9098,2024-08,CUST02077,PROD007,R11,10599,22,1,1,968.52,392.42,2077,7,11
9099,2024-08,CUST00540,PROD010,R10,4371,21,1,1,531.99,7.18,540,10,10
9100,2024-08,CUST00162,PROD023,R02,1948,22,1,1,61.69,87.65,162,23,2
9101,2024-08,CUST04358,PROD018,R01,864,3,1,1,73.91,39.61,4358,18,1
9102,2024-08,CUST01195,PROD016,R10,892,8,1,1,18.0,15.29,1195,16,10
9103,2024-08,CUST03640,PROD025,R02,964,22,1,1,64.92,24.32,3640,25,2
9104,2024-08,CUST01029,PROD013,R07,2476,2,1,1,491.33,18.9,1029,13,7
9105,2024-08,CUST03242,PROD017,R03,478,10,1,1,91.37,12.48,3242,17,3
9106,2024-08,CUST02998,PROD006,R05,3687,16,0,1,520.71,65.54,2998,6,5
9107,2024-08,CUST04417,PROD003,R02,21260,13,1,1,95.99,207.87,4417,3,2
9108,2024-08,CUST04628,PROD002,R01,8330,4,1,1,1564.37,112.81,4628,2,1
9109,2024-08,CUST01331,PROD016,R03,3529,1,1,0,285.83,127.0,1331,16,3
9110,2024-08,CUST00058,PROD008,R11,15611,12,1,1,2059.32,169.81,58,8,11
9111,2024-08,CUST02635,PROD025,R05,1769,17,0,1,313.41,40.89,2635,25,5
9112,2024-08,CUST01111,PROD006,R07,2985,4,1,0,489.12,38.19,1111,6,7
9113,2024-08,CUST00627,PROD015,R07,3304,21,1,0,338.8,115.48,627,15,7
9114,2024-08,CUST00632,PROD017,R03,4219,10,1,1,762.01,3.74,632,17,3
9115,2024-08,CUST02680,PROD014,R03,1730,15,1,1,322.83,51.71,2680,14,3
9116,2024-08,CUST04286,PROD001,R05,3820,1,1,1,639.15,22.62,4286,1,5
9117,2024-08,CUST04182,PROD021,R06,2600,14,1,1,412.08,46.64,4182,21,6
9118,2024-08,CUST03900,PROD004,R06,1919,7,1,1,356.34,56.25,3900,4,6
9119,2024-08,CUST00032,PROD001,R08,1473,20,1,1,255.08,25.86,32,1,8
9120,2024-08,CUST03997,PROD007,R04,496,17,1,1,88.52,6.67,3997,7,4
9121,2024-08,CUST00354,PROD002,R07,7938,1,1,1,1236.07,123.2,354,2,7
9122,2024-08,CUST00930,PROD007,R09,1122,19,1,1,147.29,55.45,930,7,9
9123,2024-08,CUST03092,PROD019,R01,5403,9,1,1,207.06,11.87,3092,19,1
9124,2024-08,CUST00421,PROD008,R11,3993,24,1,1,424.06,40.12,421,8,11
9125,2024-08,CUST02893,PROD002,R07,2997,11,1,1,318.3,53.46,2893,2,7
9126,2024-08,CUST03213,PROD022,R05,4359,10,1,1,474.36,120.83,3213,22,5
9127,2024-08,CUST03070,PROD020,R06,8499,6,1,0,542.56,161.65,3070,20,6
9128,2024-08,CUST00575,PROD008,R05,1093,18,1,1,112.66,49.18,575,8,5
9129,2024-08,CUST03693,PROD023,R05,17645,7,1,1,1734.07,827.85,3693,23,5
9130,2024-08,CUST04801,PROD014,R11,12666,11,1,0,2247.62,487.42,4801,14,11
9131,2024-08,CUST00522,PROD015,R09,2439,11,1,1,65.24,109.13,522,15,9
9132,2024-08,CUST02698,PROD022,R03,1671,7,1,1,192.15,14.65,2698,22,3
9133,2024-08,CUST00191,PROD006,R10,3724,20,1,1,563.84,87.76,191,6,10
9134,2024-08,CUST02423,PROD013,R05,885,11,1,1,15.92,31.78,2423,13,5
9135,2024-08,CUST00127,PROD022,R04,966,1,1,1,179.52,28.98,127,22,4
9136,2024-08,CUST01198,PROD017,R11,5383,12,0,1,227.94,121.26,1198,17,11
9137,2024-08,CUST04817,PROD011,R02,13968,23,1,1,1774.77,59.35,4817,11,2
9138,2024-08,CUST02887,PROD018,R04,6991,14,1,1,1128.65,190.53,2887,18,4
9139,2024-08,CUST00456,PROD003,R07,2023,20,1,1,144.23,70.09,456,3,7
9140,2024-08,CUST01342,PROD015,R02,1021,24,1,1,27.85,24.88,1342,15,2
9141,2024-08,CUST02672,PROD004,R06,410,24,1,1,0.04,3.53,2672,4,6
9142,2024-08,CUST01968,PROD025,R02,8489,19,1,1,535.76,418.14,1968,25,2
9143,2024-08,CUST02421,PROD024,R11,2504,16,1,1,154.91,110.71,2421,24,11
9144,2024-08,CUST01702,PROD013,R08,2435,11,1,1,64.84,70.69,1702,13,8
9145,2024-08,CUST00766,PROD001,R04,6588,2,1,1,952.87,165.13,766,1,4
9146,2024-08,CUST01735,PROD005,R07,8704,6,1,1,93.62,100.04,1735,5,7
9147,2024-08,CUST03357,PROD002,R08,2317,5,1,1,242.58,40.93,3357,2,8
9148,2024-08,CUST01534,PROD024,R06,588,3,1,1,29.52,20.4,1534,24,6
9149,2024-08,CUST03631,PROD019,R12,16710,7,1,1,2797.13,496.23,3631,19,12
9150,2024-08,CUST01357,PROD011,R11,2025,19,1,1,299.56,20.09,1357,11,11
9151,2024-08,CUST01554,PROD015,R01,6733,14,1,1,231.61,109.93,1554,15,1
9152,2024-08,CUST03938,PROD014,R03,6102,14,1,1,359.37,174.94,3938,14,3
9153,2024-08,CUST03807,PROD007,R12,1500,2,0,0,222.82,37.61,3807,7,12
9154,2024-08,CUST04114,PROD002,R09,5003,6,1,1,438.96,48.65,4114,2,9
9155,2024-08,CUST02459,PROD024,R08,3109,9,1,1,25.85,133.32,2459,24,8
9156,2024-08,CUST02739,PROD014,R03,2238,17,1,1,298.86,42.79,2739,14,3
9157,2024-08,CUST04636,PROD002,R08,1432,2,1,0,57.17,41.85,4636,2,8
9158,2024-08,CUST03856,PROD009,R11,2276,4,1,1,95.0,19.5,3856,9,11
9159,2024-08,CUST02228,PROD025,R02,8286,10,1,1,1655.41,90.54,2228,25,2
9160,2024-08,CUST01477,PROD003,R07,1844,16,1,1,269.81,85.64,1477,3,7
9161,2024-08,CUST00317,PROD021,R09,4346,24,1,1,365.69,85.46,317,21,9
9162,2024-08,CUST04472,PROD019,R11,14218,17,0,1,2727.76,196.85,4472,19,11
9163,2024-08,CUST00915,PROD024,R03,2828,24,1,1,12.47,122.53,915,24,3
9164,2024-08,CUST02541,PROD018,R12,4205,18,1,1,280.41,81.48,2541,18,12
9165,2024-08,CUST01236,PROD024,R06,5793,15,1,1,201.31,254.39,1236,24,6
9166,2024-08,CUST00256,PROD012,R05,9797,18,0,1,431.12,77.74,256,12,5
9167,2024-08,CUST04035,PROD010,R06,1610,6,1,1,71.69,78.83,4035,10,6
9168,2024-08,CUST02716,PROD012,R06,3648,10,1,1,345.78,18.33,2716,12,6
9169,2024-08,CUST04297,PROD003,R02,11099,18,1,1,941.87,138.06,4297,3,2
9170,2024-08,CUST02240,PROD017,R07,4834,10,1,1,588.62,200.28,2240,17,7
9171,2024-08,CUST04558,PROD003,R01,7759,15,1,1,1515.07,130.42,4558,3,1
9172,2024-08,CUST04018,PROD021,R06,7170,6,1,1,192.84,125.61,4018,21,6
9173,2024-08,CUST01508,PROD010,R05,1338,1,1,1,224.58,17.53,1508,10,5
9174,2024-08,CUST04202,PROD007,R07,18868,13,1,1,842.37,76.61,4202,7,7
9175,2024-08,CUST04122,PROD002,R08,1827,8,1,1,77.01,24.83,4122,2,8
9176,2024-08,CUST02654,PROD021,R05,4435,1,1,1,181.02,14.81,2654,21,5
9177,2024-08,CUST03263,PROD012,R05,459,17,1,1,13.74,14.65,3263,12,5
9178,2024-08,CUST03812,PROD020,R07,7610,11,0,0,905.75,273.94,3812,20,7
9179,2024-08,CUST03140,PROD008,R07,11882,16,1,1,967.24,502.81,3140,8,7
9180,2024-08,CUST02450,PROD007,R05,584,15,1,1,114.77,5.74,2450,7,5
9181,2024-08,CUST00961,PROD002,R10,2899,3,1,0,262.28,127.83,961,2,10
9182,2024-08,CUST02701,PROD014,R09,1182,14,1,1,208.72,38.17,2701,14,9
9183,2024-08,CUST01579,PROD017,R04,2518,7,1,1,391.91,60.68,1579,17,4
9184,2024-08,CUST04910,PROD002,R09,1274,11,1,1,127.81,20.71,4910,2,9
9185,2024-08,CUST02602,PROD001,R12,2952,10,1,1,586.36,50.44,2602,1,12
9186,2024-08,CUST00083,PROD014,R05,466,4,1,1,16.79,13.57,83,14,5
9187,2024-08,CUST02465,PROD012,R08,19129,16,1,1,3130.72,242.37,2465,12,8
9188,2024-08,CUST03471,PROD002,R09,7850,9,1,1,693.5,278.93,3471,2,9
9189,2024-08,CUST03273,PROD015,R06,3535,7,1,1,192.39,55.19,3273,15,6
9190,2024-08,CUST00102,PROD024,R06,2026,8,1,1,57.8,32.08,102,24,6
9191,2024-08,CUST01406,PROD011,R04,4233,22,1,1,592.73,34.06,1406,11,4
9192,2024-08,CUST01418,PROD002,R02,5323,1,1,1,311.77,71.36,1418,2,2
9193,2024-08,CUST02180,PROD019,R02,3149,19,1,1,313.7,123.5,2180,19,2
9194,2024-08,CUST04090,PROD005,R06,2170,2,1,1,324.37,14.74,4090,5,6
9195,2024-08,CUST04452,PROD014,R11,22184,17,1,1,2579.18,448.04,4452,14,11
9196,2024-08,CUST04660,PROD022,R09,1514,20,1,1,52.0,32.9,4660,22,9
9197,2024-08,CUST02840,PROD017,R05,4551,17,1,1,88.52,44.19,2840,17,5
9198,2024-08,CUST00861,PROD018,R09,8257,5,1,1,1017.91,157.98,861,18,9
9199,2024-08,CUST01115,PROD018,R02,2248,15,1,1,302.68,36.55,1115,18,2
9200,2024-08,CUST03437,PROD003,R08,2356,24,1,1,239.29,43.13,3437,3,8
9201,2024-08,CUST02679,PROD008,R02,6565,14,1,1,780.36,278.9,2679,8,2
9202,2024-08,CUST04483,PROD005,R12,8256,22,1,0,188.35,171.81,4483,5,12
9203,2024-08,CUST01093,PROD004,R12,15055,22,1,0,1470.77,579.86,1093,4,12
9204,2024-08,CUST03249,PROD013,R12,2214,20,1,1,338.68,9.58,3249,13,12
9205,2024-08,CUST04427,PROD021,R09,1513,4,1,0,238.32,24.21,4427,21,9
9206,2024-08,CUST00642,PROD009,R10,1142,7,1,1,159.71,45.35,642,9,10
9207,2024-08,CUST00136,PROD013,R03,1359,23,1,1,101.11,51.35,136,13,3
9208,2024-08,CUST02671,PROD011,R11,3783,7,1,1,702.85,44.84,2671,11,11
9209,2024-08,CUST02023,PROD004,R11,1938,12,1,1,311.16,86.08,2023,4,11
9210,2024-08,CUST02448,PROD007,R06,1278,1,1,1,24.37,46.43,2448,7,6
9211,2024-08,CUST01498,PROD024,R09,5250,5,1,1,647.03,184.29,1498,24,9
9212,2024-08,CUST03323,PROD015,R02,4312,12,1,1,61.85,56.9,3323,15,2
9213,2024-08,CUST03768,PROD010,R08,2868,17,1,1,381.5,129.75,3768,10,8
9214,2024-08,CUST00553,PROD018,R01,7877,23,1,1,897.91,5.33,553,18,1
9215,2024-08,CUST01969,PROD012,R08,634,9,1,1,85.42,31.69,1969,12,8
9216,2024-08,CUST00303,PROD004,R10,4001,7,1,1,458.32,185.02,303,4,10
9217,2024-08,CUST04578,PROD002,R05,5461,20,1,1,493.46,120.92,4578,2,5
9218,2024-08,CUST03373,PROD009,R03,4682,5,1,1,583.91,12.56,3373,9,3
9219,2024-08,CUST04183,PROD016,R11,3812,16,0,1,554.59,172.13,4183,16,11
9220,2024-08,CUST04276,PROD025,R09,2752,2,1,1,14.4,74.1,4276,25,9
9221,2024-08,CUST04118,PROD016,R05,622,4,1,1,8.91,23.12,4118,16,5
9222,2024-08,CUST00465,PROD009,R09,7681,1,1,1,512.59,24.33,465,9,9
9223,2024-08,CUST04434,PROD013,R01,8145,18,1,1,109.36,323.09,4434,13,1
9224,2024-08,CUST03421,PROD006,R12,636,15,1,1,53.35,6.93,3421,6,12
9225,2024-08,CUST04045,PROD023,R03,8594,5,1,1,950.59,371.44,4045,23,3
9226,2024-08,CUST00025,PROD019,R01,4263,20,1,1,469.66,165.4,25,19,1
9227,2024-08,CUST04354,PROD004,R05,4574,16,1,1,313.88,138.69,4354,4,5
9228,2024-08,CUST04606,PROD006,R08,4797,14,1,1,85.96,235.61,4606,6,8
9229,2024-08,CUST03047,PROD003,R05,2699,6,1,1,34.15,32.18,3047,3,5
9230,2024-08,CUST02889,PROD017,R12,9810,17,1,1,1573.63,368.1,2889,17,12
9231,2024-08,CUST01099,PROD008,R01,2572,24,1,0,81.59,20.19,1099,8,1
9232,2024-08,CUST00783,PROD008,R01,15038,11,0,1,1525.4,17.59,783,8,1
9233,2024-08,CUST01973,PROD003,R03,717,10,1,1,13.33,0.08,1973,3,3
9234,2024-08,CUST04036,PROD004,R10,878,2,1,0,1.63,22.96,4036,4,10
9235,2024-08,CUST02499,PROD016,R03,2408,19,1,1,392.76,86.98,2499,16,3
9236,2024-08,CUST03832,PROD025,R05,1085,13,1,1,105.56,50.92,3832,25,5
9237,2024-08,CUST01428,PROD005,R09,3314,17,1,1,611.64,49.58,1428,5,9
9238,2024-08,CUST03912,PROD010,R04,4586,11,1,0,54.06,197.4,3912,10,4
9239,2024-08,CUST04289,PROD002,R06,917,16,1,1,59.08,20.14,4289,2,6
9240,2024-08,CUST04691,PROD006,R06,1203,12,1,1,160.31,8.34,4691,6,6
9241,2024-08,CUST04500,PROD014,R06,5923,11,1,0,211.31,200.24,4500,14,6
9242,2024-08,CUST00033,PROD011,R10,7715,7,0,1,1069.81,190.49,33,11,10
9243,2024-08,CUST04595,PROD025,R06,4093,23,1,1,232.02,48.12,4595,25,6
9244,2024-08,CUST03592,PROD018,R12,5657,11,0,1,86.41,228.21,3592,18,12
9245,2024-08,CUST03628,PROD017,R04,12229,1,1,1,1880.22,393.44,3628,17,4
9246,2024-08,CUST00681,PROD006,R01,1429,23,1,1,142.74,8.94,681,6,1
9247,2024-08,CUST04315,PROD025,R12,2949,7,1,1,113.96,84.59,4315,25,12
9248,2024-08,CUST02888,PROD010,R01,4925,18,1,1,941.94,132.2,2888,10,1
9249,2024-08,CUST04162,PROD008,R12,2107,10,1,1,95.0,65.77,4162,8,12
9250,2024-08,CUST00093,PROD011,R10,8546,1,1,0,688.74,211.77,93,11,10
9251,2024-08,CUST02884,PROD008,R05,1987,15,1,1,269.59,49.51,2884,8,5
9252,2024-08,CUST03252,PROD019,R08,4444,9,1,1,213.09,86.24,3252,19,8
9253,2024-08,CUST02065,PROD015,R03,1544,17,1,1,298.67,73.94,2065,15,3
9254,2024-08,CUST02248,PROD019,R08,1892,22,1,1,364.53,8.79,2248,19,8
9255,2024-08,CUST00974,PROD024,R03,1017,18,1,1,52.27,27.57,974,24,3
9256,2024-08,CUST00942,PROD005,R05,1103,7,1,1,74.5,40.81,942,5,5
9257,2024-08,CUST03802,PROD004,R09,453,11,1,1,63.98,17.56,3802,4,9
9258,2024-08,CUST03717,PROD024,R11,2159,1,1,0,345.35,72.39,3717,24,11
9259,2024-08,CUST04082,PROD006,R04,12971,18,0,1,590.88,266.47,4082,6,4
9260,2024-08,CUST02207,PROD012,R05,5047,8,1,1,340.66,226.56,2207,12,5
9261,2024-08,CUST04730,PROD011,R05,1821,19,1,1,41.97,55.77,4730,11,5
9262,2024-08,CUST01165,PROD014,R07,2540,11,1,1,33.03,82.11,1165,14,7
9263,2024-08,CUST04626,PROD013,R09,5951,18,1,1,612.67,14.24,4626,13,9
9264,2024-08,CUST00906,PROD002,R06,495,19,1,0,20.47,16.8,906,2,6
9265,2024-08,CUST04590,PROD009,R01,15383,4,1,1,452.11,698.69,4590,9,1
9266,2024-08,CUST03514,PROD019,R01,1986,21,1,1,146.77,92.22,3514,19,1
9267,2024-08,CUST01931,PROD010,R02,1176,20,1,1,226.68,40.11,1931,10,2
9268,2024-08,CUST04301,PROD010,R09,2910,4,1,1,26.65,91.93,4301,10,9
9269,2024-08,CUST00426,PROD025,R08,18654,8,1,1,254.22,634.97,426,25,8
9270,2024-08,CUST04462,PROD014,R09,22766,17,0,1,3010.07,1061.06,4462,14,9
9271,2024-08,CUST04763,PROD010,R09,983,7,1,1,121.87,1.31,4763,10,9
9272,2024-08,CUST00276,PROD011,R06,909,6,1,0,23.24,13.09,276,11,6
9273,2024-08,CUST04244,PROD006,R12,10705,23,0,1,1604.01,456.62,4244,6,12
9274,2024-08,CUST03359,PROD011,R07,2940,24,1,1,263.29,103.96,3359,11,7
9275,2024-08,CUST04828,PROD024,R01,9691,5,1,1,1410.63,328.03,4828,24,1
9276,2024-08,CUST02866,PROD006,R05,3205,14,1,1,246.32,150.48,2866,6,5
9277,2024-08,CUST00105,PROD003,R07,6526,6,1,1,942.56,108.16,105,3,7
9278,2024-08,CUST03519,PROD002,R11,1975,8,1,1,32.43,91.99,3519,2,11
9279,2024-08,CUST00043,PROD005,R08,4816,19,1,1,382.47,235.59,43,5,8
9280,2024-08,CUST01782,PROD014,R03,24052,8,1,1,886.41,1098.63,1782,14,3
9281,2024-08,CUST02000,PROD009,R11,8830,15,1,1,1408.01,350.83,2000,9,11
9282,2024-08,CUST02882,PROD003,R10,2431,22,1,1,302.58,77.66,2882,3,10
9283,2024-08,CUST03063,PROD014,R09,15692,6,1,1,634.49,134.59,3063,14,9
9284,2024-08,CUST01409,PROD022,R05,2456,12,1,1,468.54,58.09,1409,22,5
9285,2024-08,CUST00798,PROD018,R12,2048,3,1,1,195.69,21.98,798,18,12
9286,2024-08,CUST04895,PROD025,R04,2375,16,1,1,337.27,65.2,4895,25,4
9287,2024-08,CUST00313,PROD011,R02,442,21,1,1,50.62,13.16,313,11,2
9288,2024-08,CUST00912,PROD023,R11,2915,14,1,1,118.7,118.5,912,23,11
9289,2024-08,CUST04596,PROD009,R12,2413,23,1,1,305.8,97.75,4596,9,12
9290,2024-08,CUST00574,PROD016,R01,5500,14,1,1,182.9,205.21,574,16,1
9291,2024-08,CUST01336,PROD015,R03,6109,12,1,1,190.93,296.35,1336,15,3
9292,2024-08,CUST02258,PROD020,R07,1058,8,1,1,120.1,11.19,2258,20,7
9293,2024-08,CUST04538,PROD023,R09,3524,23,1,0,89.74,41.05,4538,23,9
9294,2024-08,CUST01001,PROD016,R04,995,3,1,1,177.64,9.32,1001,16,4
9295,2024-08,CUST02064,PROD018,R04,2976,3,1,1,216.35,15.15,2064,18,4
9296,2024-08,CUST03777,PROD003,R02,5452,11,0,1,107.1,223.42,3777,3,2
9297,2024-08,CUST00485,PROD011,R02,1040,18,1,1,189.63,28.42,485,11,2
9298,2024-08,CUST03530,PROD014,R01,6068,2,1,1,908.17,73.19,3530,14,1
9299,2024-08,CUST01473,PROD004,R12,1040,15,1,0,22.79,15.05,1473,4,12
9300,2024-08,CUST04088,PROD010,R07,10916,15,1,1,1939.79,110.54,4088,10,7
9301,2024-08,CUST00978,PROD025,R11,10473,8,1,1,915.15,522.09,978,25,11
9302,2024-08,CUST03594,PROD008,R04,11227,13,1,1,1911.12,218.3,3594,8,4
9303,2024-08,CUST02111,PROD024,R04,21006,15,1,1,3787.73,521.74,2111,24,4
9304,2024-08,CUST04063,PROD019,R08,6488,23,1,1,818.56,177.28,4063,19,8
9305,2024-08,CUST02764,PROD011,R05,7127,21,1,1,1262.76,274.88,2764,11,5
9306,2024-08,CUST01182,PROD020,R11,1857,18,1,1,264.72,41.92,1182,20,11
9307,2024-08,CUST02104,PROD020,R09,8870,18,1,1,383.26,173.44,2104,20,9
9308,2024-08,CUST04508,PROD003,R09,382,21,1,1,3.13,3.93,4508,3,9
9309,2024-08,CUST00591,PROD025,R12,6549,11,1,1,52.51,217.32,591,25,12
9310,2024-08,CUST04621,PROD009,R01,4752,1,1,1,616.68,57.28,4621,9,1
9311,2024-08,CUST04792,PROD008,R09,1796,17,1,1,4.39,13.28,4792,8,9
9312,2024-08,CUST02727,PROD021,R03,6056,4,1,1,706.16,199.46,2727,21,3
9313,2024-08,CUST00205,PROD021,R07,16055,2,1,1,2653.13,338.59,205,21,7
9314,2024-08,CUST02419,PROD010,R05,4006,2,1,1,313.33,32.96,2419,10,5
9315,2024-08,CUST03958,PROD003,R07,2202,4,1,1,368.61,47.59,3958,3,7
9316,2024-08,CUST01250,PROD011,R10,6156,22,0,1,1031.55,254.81,1250,11,10
9317,2024-08,CUST04077,PROD023,R01,18396,6,1,1,791.61,781.46,4077,23,1
9318,2024-08,CUST04064,PROD022,R04,6294,19,1,1,941.26,133.7,4064,22,4
9319,2024-08,CUST03310,PROD023,R09,5294,24,1,1,910.0,16.59,3310,23,9
9320,2024-08,CUST00181,PROD008,R08,2379,22,1,1,260.0,30.98,181,8,8
9321,2024-08,CUST04876,PROD019,R02,1475,7,1,1,246.26,24.19,4876,19,2
9322,2024-08,CUST00580,PROD002,R04,7137,8,1,1,823.89,21.13,580,2,4
9323,2024-08,CUST02600,PROD009,R05,1844,20,1,1,266.87,60.15,2600,9,5
9324,2024-08,CUST02186,PROD013,R01,4950,5,1,1,67.32,216.49,2186,13,1
9325,2024-08,CUST00910,PROD011,R08,2113,19,1,1,378.03,88.05,910,11,8
9326,2024-08,CUST02790,PROD020,R08,4560,18,1,1,766.61,164.11,2790,20,8
9327,2024-08,CUST03775,PROD024,R07,1961,19,1,1,266.89,64.53,3775,24,7
9328,2024-08,CUST00884,PROD009,R02,24590,23,1,1,1297.47,64.63,884,9,2
9329,2024-08,CUST02388,PROD024,R01,5508,19,1,1,1003.84,40.1,2388,24,1
9330,2024-08,CUST04401,PROD020,R09,13406,19,1,1,2180.19,612.84,4401,20,9
9331,2024-08,CUST00211,PROD011,R02,22848,16,0,1,121.33,3.89,211,11,2
9332,2024-08,CUST02486,PROD002,R12,8659,11,1,1,908.66,94.17,2486,2,12
9333,2024-08,CUST04384,PROD012,R03,3900,20,1,1,751.27,154.88,4384,12,3
9334,2024-08,CUST03971,PROD008,R03,2068,5,1,1,304.5,41.14,3971,8,3
9335,2024-08,CUST01698,PROD007,R12,1655,17,0,1,217.47,10.73,1698,7,12
9336,2024-08,CUST02826,PROD022,R07,1497,21,1,1,52.29,36.91,2826,22,7
9337,2024-08,CUST04707,PROD005,R12,2068,24,1,1,207.87,35.85,4707,5,12
9338,2024-08,CUST03632,PROD011,R08,12832,13,1,1,2142.28,100.69,3632,11,8
