customer_key,customer_id,company_name,segment,industry,company_size,signup_date
1403,CUST01403,"Roberts, Richardson and Perez",Enterprise,Manufacturing,Small,2023-02-21
1404,CUST01404,Thomas Group,MidMarket,Manufacturing,Small,2024-07-20
1405,CUST01405,Kelly-Mcguire,MidMarket,Healthcare,Small,2024-09-26
1406,CUST01406,"Mills, Garcia and Murphy",MidMarket,Manufacturing,Medium,2025-07-30
1407,CUST01407,"Waller, Hamilton and Mays",SMB,Healthcare,Small,2022-01-25
1408,CUST01408,"Hull, Phelps and Jones",SMB,Technology,Small,2022-06-02
1409,CUST01409,Alvarado-Smith,SMB,Retail,Small,2026-05-04
1410,CUST01410,Stewart-Rich,SMB,Retail,Large,2024-12-18
1411,CUST01411,Conner Inc,SMB,Retail,Medium,2023-08-15
1412,CUST01412,"Ramos, Coleman and Dean",MidMarket,Technology,Medium,2021-07-03
1413,CUST01413,"Galloway, Hughes and Jones",SMB,Technology,Small,2024-02-12
1414,CUST01414,Pruitt Inc,SMB,Technology,Large,2026-02-13
1415,CUST01415,Gray LLC,Enterprise,Education,Small,2024-09-20
1416,CUST01416,Tucker Ltd,MidMarket,Manufacturing,Large,2025-06-09
1417,CUST01417,Weber-Fuentes,SMB,Technology,Small,2021-09-05
1418,CUST01418,Martinez Group,MidMarket,Retail,Small,2024-08-17
1419,CUST01419,Davis Ltd,MidMarket,Technology,Medium,2024-05-07
1420,CUST01420,"Thomas, Moon and Torres",SMB,Healthcare,Medium,2021-11-14
1421,CUST01421,Pena PLC,MidMarket,Technology,Large,2022-03-09
1422,CUST01422,"Buckley, Velazquez and Brown",Enterprise,Technology,Small,2023-08-02
1423,CUST01423,"Hernandez, Smith and Diaz",Enterprise,Healthcare,Small,2022-10-14
1424,CUST01424,Moore-Cummings,SMB,Finance,Small,2024-02-29
1425,CUST01425,Hernandez-Williams,SMB,Manufacturing,Large,2025-07-19
1426,CUST01426,Bryan-King,MidMarket,Education,Medium,2022-06-28
1427,CUST01427,Martinez and Sons,MidMarket,Retail,Large,2021-11-17
1428,CUST01428,Williams LLC,MidMarket,Retail,Large,2024-06-18
1429,CUST01429,"Howard, Morales and Lucas",SMB,Retail,Large,2026-05-25
1430,CUST01430,"Stevenson, Harrison and Guzman",MidMarket,Healthcare,Medium,2023-04-28
1431,CUST01431,Rodriguez-Ayala,SMB,Technology,Large,2021-07-26
1432,CUST01432,"Gonzalez, Lowe and Chen",SMB,Manufacturing,Large,2022-11-16
1433,CUST01433,Kennedy-Griffin,Enterprise,Finance,Small,2022-10-10
1434,CUST01434,"Brown, Griffith and Gonzalez",SMB,Manufacturing,Small,2026-04-24
1435,CUST01435,Roman-Mitchell,MidMarket,Healthcare,Small,2021-12-18
1436,CUST01436,"Green, Nguyen and Clark",Enterprise,Retail,Small,2023-08-26
1437,CUST01437,"Arnold, Bennett and Schneider",MidMarket,Finance,Small,2022-07-12
1438,CUST01438,"Simpson, Johnson and Frazier",MidMarket,Education,Small,2025-04-18
1439,CUST01439,"Martin, Lopez and Turner",Enterprise,Retail,Small,2025-03-27
1440,CUST01440,"Padilla, Bennett and Powell",SMB,Finance,Medium,2025-10-15
1441,CUST01441,Huang-Morales,SMB,Education,Medium,2024-06-14
1442,CUST01442,Davis-Smith,Enterprise,Healthcare,Small,2025-10-20
1443,CUST01443,Miller LLC,SMB,Education,Large,2022-10-26
1444,CUST01444,Bradshaw LLC,Enterprise,Manufacturing,Large,2025-05-11
1445,CUST01445,"Manning, Stone and Montes",SMB,Education,Medium,2024-06-24
1446,CUST01446,"Cohen, Brown and Johnson",MidMarket,Technology,Medium,2025-09-28
1447,CUST01447,Daniel Inc,SMB,Finance,Large,2024-04-23
1448,CUST01448,Hunter Group,SMB,Healthcare,Medium,2026-01-01
1449,CUST01449,"Norman, Boyd and Wilson",SMB,Education,Medium,2022-02-17
1450,CUST01450,Vaughn LLC,MidMarket,Retail,Medium,2025-01-08
1451,CUST01451,Gomez-Rasmussen,SMB,Manufacturing,Small,2024-04-26
1452,CUST01452,Ross-Cummings,MidMarket,Finance,Small,2024-08-06
1453,CUST01453,Middleton Ltd,SMB,Manufacturing,Large,2023-03-05
1454,CUST01454,Payne PLC,SMB,Education,Medium,2024-09-25
1455,CUST01455,"Ramos, Santiago and Flowers",SMB,Finance,Large,2026-02-22
1456,CUST01456,Taylor PLC,SMB,Finance,Medium,2022-04-14
1457,CUST01457,Vargas Inc,SMB,Finance,Small,2022-11-05
1458,CUST01458,"Ramirez, Scott and Tran",MidMarket,Technology,Small,2022-06-07
1459,CUST01459,"Moore, Taylor and Mccarthy",MidMarket,Education,Small,2025-12-24
1460,CUST01460,"Brown, Estrada and Delacruz",SMB,Retail,Large,2022-04-26
1461,CUST01461,"Allen, Howell and Riddle",SMB,Education,Medium,2025-12-20
1462,CUST01462,Davis-Taylor,SMB,Technology,Medium,2022-02-11
1463,CUST01463,"Sanders, Reilly and Woods",SMB,Manufacturing,Large,2024-09-29
1464,CUST01464,Kelly Ltd,SMB,Education,Medium,2022-05-26
1465,CUST01465,Green Group,SMB,Retail,Small,2025-01-16
1466,CUST01466,Torres Ltd,SMB,Education,Large,2025-03-22
1467,CUST01467,Kaiser Ltd,SMB,Retail,Small,2024-06-10
1468,CUST01468,Baker Ltd,SMB,Manufacturing,Medium,2024-02-23
1469,CUST01469,"Reynolds, Clements and Martin",Enterprise,Retail,Large,2022-07-26
1470,CUST01470,"Oconnor, Roman and Gomez",SMB,Manufacturing,Small,2022-02-16
1471,CUST01471,"Perez, Martinez and Watson",Enterprise,Finance,Large,2025-02-13
1472,CUST01472,Henderson Ltd,MidMarket,Retail,Medium,2024-06-14
1473,CUST01473,Lee-Moore,SMB,Finance,Small,2021-11-17
1474,CUST01474,Bell-Mendez,MidMarket,Education,Large,2023-04-26
1475,CUST01475,"Shah, Schneider and Hester",SMB,Healthcare,Small,2025-07-07
1476,CUST01476,George Group,SMB,Retail,Medium,2022-05-23
1477,CUST01477,Lindsey-Blackwell,SMB,Manufacturing,Small,2021-09-02
1478,CUST01478,"Pace, Russell and Todd",MidMarket,Retail,Small,2021-07-02
1479,CUST01479,Johnson-Burgess,Enterprise,Manufacturing,Large,2023-08-09
1480,CUST01480,Hawkins Group,SMB,Healthcare,Medium,2025-05-25
1481,CUST01481,"Wolfe, Rogers and Miller",Enterprise,Technology,Large,2022-08-26
1482,CUST01482,Peterson-Fritz,SMB,Retail,Medium,2022-02-19
1483,CUST01483,Richardson Inc,MidMarket,Finance,Small,2023-12-23
1484,CUST01484,"Rodriguez, Smith and Wagner",SMB,Manufacturing,Large,2023-06-13
1485,CUST01485,Allen Group,MidMarket,Healthcare,Medium,2022-12-29
1486,CUST01486,"Casey, Shelton and Martinez",SMB,Finance,Medium,2024-02-04
1487,CUST01487,Fletcher-Wong,SMB,Retail,Large,2026-02-28
1488,CUST01488,Ford Ltd,SMB,Retail,Large,2025-10-20
1489,CUST01489,Stewart-Roman,SMB,Retail,Small,2023-08-05
1490,CUST01490,Contreras Inc,SMB,Technology,Large,2023-07-16
1491,CUST01491,"Matthews, Hernandez and Humphrey",SMB,Technology,Medium,2024-04-14
1492,CUST01492,"Gross, Nguyen and Kelly",MidMarket,Retail,Small,2023-04-22
1493,CUST01493,Smith LLC,SMB,Finance,Small,2022-08-18
1494,CUST01494,"Lopez, Case and Lopez",Enterprise,Finance,Medium,2023-03-04
1495,CUST01495,Strong and Sons,MidMarket,Technology,Small,2025-09-03
1496,CUST01496,"Wallace, Walls and Smith",SMB,Healthcare,Medium,2021-09-11
1497,CUST01497,"Carey, Cooper and Miller",SMB,Retail,Large,2025-07-01
1498,CUST01498,Wong Inc,MidMarket,Education,Medium,2024-02-01
1499,CUST01499,Gay and Sons,SMB,Finance,Medium,2024-05-19
1500,CUST01500,"Mathis, Mathews and Andrews",MidMarket,Manufacturing,Medium,2023-04-15
1501,CUST01501,"Ramirez, Perez and Stanley",SMB,Education,Medium,2024-04-18
1502,CUST01502,Nunez LLC,SMB,Healthcare,Large,2021-12-21
1503,CUST01503,Roach-Davis,SMB,Retail,Medium,2024-10-29
1504,CUST01504,Gutierrez and Sons,SMB,Manufacturing,Medium,2023-07-30
1505,CUST01505,"Taylor, Ferguson and Mann",Enterprise,Finance,Large,2022-10-11
1506,CUST01506,Cooper LLC,SMB,Education,Large,2022-10-30
1507,CUST01507,"Berry, Alexander and Ray",MidMarket,Manufacturing,Large,2022-12-06
1508,CUST01508,Wheeler and Sons,SMB,Retail,Small,2022-06-12
1509,CUST01509,"Boone, Roberts and Estrada",SMB,Technology,Large,2024-12-30
1510,CUST01510,Flynn-Pittman,MidMarket,Manufacturing,Medium,2022-02-20
1511,CUST01511,"Cortez, Ball and Griffin",SMB,Technology,Large,2025-07-05
1512,CUST01512,"Cole, Wolfe and Montes",SMB,Education,Medium,2022-11-09
1513,CUST01513,Miller-Hall,MidMarket,Manufacturing,Large,2024-08-19
1514,CUST01514,Harper Inc,MidMarket,Technology,Medium,2026-04-02
1515,CUST01515,"Gray, Walker and Griffin",SMB,Retail,Medium,2024-10-28
1516,CUST01516,Sanchez-Christensen,MidMarket,Healthcare,Large,2025-03-12
1517,CUST01517,"Ford, Morris and Morris",MidMarket,Healthcare,Large,2022-08-29
1518,CUST01518,Orr-Taylor,MidMarket,Education,Medium,2022-04-26
1519,CUST01519,"Lynn, Daniels and Riggs",Enterprise,Manufacturing,Large,2022-06-27
1520,CUST01520,"Brooks, Chapman and Perry",SMB,Technology,Large,2022-08-28
1521,CUST01521,Mays PLC,SMB,Education,Small,2025-02-06
1522,CUST01522,Moyer Group,MidMarket,Finance,Medium,2022-03-25
1523,CUST01523,Brock and Sons,MidMarket,Technology,Small,2023-11-08
1524,CUST01524,Roy-Brady,MidMarket,Finance,Small,2025-04-28
1525,CUST01525,"Bailey, Stone and Young",Enterprise,Finance,Large,2024-04-11
1526,CUST01526,Watkins Ltd,SMB,Education,Large,2026-01-13
1527,CUST01527,Cox-Braun,SMB,Education,Medium,2026-04-20
1528,CUST01528,Donaldson PLC,SMB,Retail,Medium,2023-05-08
1529,CUST01529,Ward LLC,SMB,Manufacturing,Medium,2025-12-01
1530,CUST01530,Collier PLC,SMB,Education,Large,2023-04-18
1531,CUST01531,Richard-Erickson,Enterprise,Finance,Medium,2023-08-20
1532,CUST01532,Ford-Krueger,SMB,Technology,Large,2021-11-14
1533,CUST01533,Garrett-Hoover,SMB,Healthcare,Small,2022-03-20
1534,CUST01534,"Bates, Sanchez and Kennedy",SMB,Manufacturing,Medium,2023-12-04
1535,CUST01535,Peterson-Leach,MidMarket,Manufacturing,Small,2023-08-13
1536,CUST01536,Holloway Group,SMB,Retail,Small,2024-11-30
1537,CUST01537,Bennett and Sons,SMB,Manufacturing,Small,2025-05-31
1538,CUST01538,Ellison-Adkins,SMB,Finance,Medium,2021-10-05
1539,CUST01539,Dixon PLC,Enterprise,Healthcare,Small,2021-10-04
1540,CUST01540,Maldonado PLC,SMB,Finance,Medium,2024-08-09
1541,CUST01541,Carter Inc,SMB,Technology,Large,2022-06-20
1542,CUST01542,"Murray, Allen and Martin",SMB,Finance,Large,2022-11-15
1543,CUST01543,Bennett-Burch,SMB,Education,Small,2021-08-01
1544,CUST01544,George LLC,SMB,Technology,Small,2024-08-18
1545,CUST01545,Todd Group,MidMarket,Manufacturing,Small,2021-12-28
1546,CUST01546,Rogers Ltd,MidMarket,Education,Large,2022-11-11
1547,CUST01547,"David, Pena and Cain",MidMarket,Finance,Large,2022-02-13
1548,CUST01548,Bender-Morrison,SMB,Manufacturing,Large,2025-10-02
1549,CUST01549,Fisher and Sons,Enterprise,Education,Small,2023-05-22
1550,CUST01550,"Hernandez, Hill and Hart",MidMarket,Finance,Large,2023-11-27
1551,CUST01551,"Jensen, Anderson and Farmer",Enterprise,Healthcare,Medium,2022-06-01
1552,CUST01552,"Mcdonald, Munoz and Avila",SMB,Education,Large,2023-11-10
1553,CUST01553,Johnson-Lewis,SMB,Technology,Medium,2021-11-16
1554,CUST01554,Riley-Pittman,MidMarket,Retail,Medium,2022-11-02
1555,CUST01555,Morales Inc,MidMarket,Retail,Small,2025-05-28
1556,CUST01556,Carter Group,SMB,Manufacturing,Large,2024-01-29
1557,CUST01557,"Johnson, Shelton and Torres",MidMarket,Finance,Small,2023-09-14
1558,CUST01558,Sellers-Tucker,Enterprise,Education,Small,2023-09-16
1559,CUST01559,"Smith, Thompson and Hebert",SMB,Education,Small,2022-08-11
1560,CUST01560,Mitchell Inc,SMB,Healthcare,Medium,2024-09-18
1561,CUST01561,Jackson-Flores,Enterprise,Finance,Small,2023-02-10
1562,CUST01562,Lam-Mcgrath,MidMarket,Finance,Small,2024-10-14
1563,CUST01563,Sanchez-Jones,SMB,Manufacturing,Small,2025-09-09
1564,CUST01564,Bentley-Steele,MidMarket,Healthcare,Large,2022-08-22
1565,CUST01565,Le-Hernandez,Enterprise,Education,Large,2022-01-07
1566,CUST01566,"Miller, Smith and Perry",MidMarket,Retail,Small,2024-03-04
1567,CUST01567,Nelson-Dean,MidMarket,Technology,Small,2021-07-07
1568,CUST01568,Hardy-Heath,SMB,Healthcare,Medium,2022-09-27
1569,CUST01569,"House, Salinas and Thomas",MidMarket,Technology,Medium,2025-05-19
1570,CUST01570,"Zimmerman, Garcia and Williams",SMB,Healthcare,Small,2021-11-04
1571,CUST01571,Payne Ltd,SMB,Healthcare,Small,2022-09-29
1572,CUST01572,Walker-Bass,SMB,Education,Small,2024-01-31
1573,CUST01573,Carroll-Shah,Enterprise,Technology,Large,2025-07-25
1574,CUST01574,Ochoa-Warren,SMB,Technology,Medium,2022-12-10
1575,CUST01575,Ray-Moody,SMB,Manufacturing,Large,2024-06-14
1576,CUST01576,Hood-Frey,SMB,Education,Small,2026-03-15
1577,CUST01577,Morris-Schmidt,SMB,Technology,Medium,2022-08-27
1578,CUST01578,Singh Inc,SMB,Finance,Large,2023-04-24
1579,CUST01579,"Kim, Moore and Keith",SMB,Technology,Large,2024-05-09
1580,CUST01580,Jensen and Sons,MidMarket,Manufacturing,Medium,2024-04-27
1581,CUST01581,Hopkins PLC,SMB,Retail,Medium,2023-06-10
1582,CUST01582,Kelly and Sons,SMB,Retail,Medium,2026-01-02
1583,CUST01583,"Rios, Garrett and Browning",MidMarket,Retail,Large,2023-01-30
1584,CUST01584,"Johnston, Johnson and Smith",Enterprise,Technology,Small,2023-01-28
1585,CUST01585,Montes-Bridges,MidMarket,Manufacturing,Small,2025-03-10
1586,CUST01586,"Allen, Nielsen and Reyes",SMB,Education,Medium,2025-12-18
1587,CUST01587,"Johnson, Fields and Mills",Enterprise,Manufacturing,Small,2021-07-09
1588,CUST01588,Sanchez-Walker,SMB,Education,Small,2023-12-04
1589,CUST01589,Jackson-Rose,MidMarket,Retail,Large,2023-12-05
1590,CUST01590,"Olson, Williams and Moore",MidMarket,Manufacturing,Large,2023-04-12
1591,CUST01591,Lopez-Hernandez,MidMarket,Retail,Large,2024-08-10
1592,CUST01592,"Campos, Harvey and Hughes",MidMarket,Technology,Medium,2025-05-21
1593,CUST01593,Beck-Bailey,SMB,Education,Medium,2024-05-26
1594,CUST01594,"Graham, Mora and Cook",SMB,Manufacturing,Large,2021-12-04
1595,CUST01595,"Vega, Hanson and Wood",MidMarket,Education,Medium,2023-08-28
1596,CUST01596,Russo and Sons,SMB,Finance,Medium,2023-12-06
1597,CUST01597,"Mason, Bailey and Mcmillan",MidMarket,Healthcare,Small,2021-09-26
1598,CUST01598,Hall Group,SMB,Finance,Medium,2025-11-25
1599,CUST01599,Stewart-Campbell,SMB,Finance,Large,2022-03-21
1600,CUST01600,Kennedy-Jenkins,Enterprise,Retail,Small,2022-09-23
1601,CUST01601,Perez Ltd,Enterprise,Technology,Large,2023-12-27
1602,CUST01602,Smith-Guzman,SMB,Healthcare,Medium,2024-08-31
1603,CUST01603,Wade-Hill,Enterprise,Technology,Large,2025-10-31
1604,CUST01604,Flynn Group,Enterprise,Finance,Large,2023-11-05
1605,CUST01605,"Flynn, Cruz and Williams",Enterprise,Education,Small,2025-02-06
1606,CUST01606,Howard Group,MidMarket,Healthcare,Large,2025-10-07
1607,CUST01607,Richardson-Valdez,MidMarket,Education,Medium,2023-12-07
1608,CUST01608,"Ballard, Castaneda and Arias",SMB,Healthcare,Medium,2021-08-06
1609,CUST01609,Lewis-Sims,Enterprise,Manufacturing,Large,2023-10-25
1610,CUST01610,Cantrell-Morrow,SMB,Technology,Large,2021-09-27
1611,CUST01611,"Nguyen, Norton and Gonzales",MidMarket,Technology,Small,2021-09-07
1612,CUST01612,Rodriguez LLC,MidMarket,Healthcare,Large,2025-04-02
1613,CUST01613,Decker and Sons,SMB,Finance,Large,2024-04-05
1614,CUST01614,Keller-Snyder,MidMarket,Technology,Medium,2022-06-29
1615,CUST01615,"Clark, Best and Scott",Enterprise,Education,Large,2025-09-04
1616,CUST01616,Smith-Martinez,MidMarket,Technology,Small,2024-07-08
1617,CUST01617,Walker-Smith,SMB,Manufacturing,Medium,2025-11-13
1618,CUST01618,Esparza-Christian,MidMarket,Finance,Medium,2022-07-07
1619,CUST01619,Robertson PLC,SMB,Healthcare,Medium,2022-12-15
1620,CUST01620,Webb Group,Enterprise,Education,Small,2025-11-04
1621,CUST01621,Garcia Inc,Enterprise,Technology,Medium,2021-10-09
1622,CUST01622,Lin-Martin,MidMarket,Technology,Large,2022-03-29
1623,CUST01623,Morales LLC,MidMarket,Finance,Large,2022-11-17
1624,CUST01624,Gomez-Wood,SMB,Finance,Large,2023-07-27
1625,CUST01625,George LLC,SMB,Retail,Medium,2023-06-08
1626,CUST01626,Hopkins-Wilson,SMB,Finance,Small,2025-03-12
1627,CUST01627,Taylor LLC,Enterprise,Retail,Small,2022-07-30
1628,CUST01628,Smith PLC,SMB,Healthcare,Small,2024-10-22
1629,CUST01629,Butler-Gomez,Enterprise,Manufacturing,Large,2021-07-09
1630,CUST01630,"Webb, Crosby and Villanueva",SMB,Manufacturing,Small,2023-05-02
1631,CUST01631,"Johnson, Poole and Lopez",Enterprise,Healthcare,Small,2022-03-12
1632,CUST01632,Richards-Brown,SMB,Retail,Medium,2025-11-21
1633,CUST01633,"Lee, Burns and Adkins",SMB,Finance,Large,2024-01-31
1634,CUST01634,"Shea, Thornton and Pena",Enterprise,Retail,Large,2025-04-12
1635,CUST01635,Kelley-Tyler,SMB,Manufacturing,Medium,2022-01-17
1636,CUST01636,Fisher-Dennis,MidMarket,Education,Small,2022-02-26
1637,CUST01637,Moore Inc,Enterprise,Healthcare,Small,2022-05-17
1638,CUST01638,Wallace Ltd,MidMarket,Healthcare,Large,2026-04-24
1639,CUST01639,"Daniel, Flores and Cline",Enterprise,Technology,Small,2023-08-14
1640,CUST01640,Rangel-Taylor,MidMarket,Manufacturing,Large,2021-08-16
1641,CUST01641,"Powell, Lewis and Anderson",SMB,Technology,Large,2024-10-18
1642,CUST01642,"Steele, Hall and Pitts",SMB,Healthcare,Small,2025-12-28
1643,CUST01643,"Hunt, Jones and Taylor",SMB,Education,Medium,2023-10-13
1644,CUST01644,"Lewis, Porter and Cabrera",SMB,Education,Large,2023-01-08
1645,CUST01645,Gonzalez-Perry,Enterprise,Education,Medium,2024-10-30
1646,CUST01646,"Dean, Smith and Lee",Enterprise,Education,Small,2025-01-21
1647,CUST01647,"Lewis, Wiggins and English",MidMarket,Manufacturing,Medium,2022-07-19
1648,CUST01648,"White, Valentine and Allen",SMB,Education,Large,2022-11-22
1649,CUST01649,Nelson Group,Enterprise,Education,Small,2025-10-10
1650,CUST01650,Schwartz-Allen,MidMarket,Technology,Large,2026-01-11
1651,CUST01651,Williams Group,MidMarket,Retail,Medium,2022-07-29
1652,CUST01652,Collins-Lee,SMB,Healthcare,Small,2023-07-30
1653,CUST01653,Smith-Oneal,MidMarket,Healthcare,Medium,2024-10-23
1654,CUST01654,Potter-Mitchell,SMB,Healthcare,Medium,2023-02-04
1655,CUST01655,"Mason, Bean and Velasquez",Enterprise,Healthcare,Medium,2022-09-04
1656,CUST01656,Craig-Morrow,MidMarket,Technology,Medium,2025-01-26
1657,CUST01657,"Rodriguez, Schultz and Anderson",SMB,Finance,Large,2023-03-07
1658,CUST01658,Fry-Sanchez,MidMarket,Retail,Large,2025-05-25
1659,CUST01659,Banks Ltd,SMB,Technology,Large,2024-04-01
1660,CUST01660,Hoover PLC,MidMarket,Finance,Large,2023-07-30
1661,CUST01661,"Estes, Pearson and Lopez",MidMarket,Finance,Small,2022-05-27
1662,CUST01662,Perez and Sons,MidMarket,Retail,Medium,2026-04-13
1663,CUST01663,"Daniel, Smith and Smith",Enterprise,Finance,Small,2022-10-07
1664,CUST01664,"Thompson, Cox and Bird",MidMarket,Education,Small,2025-01-30
1665,CUST01665,Fischer Inc,Enterprise,Education,Large,2023-11-13
1666,CUST01666,"Mccormick, Richardson and Webb",Enterprise,Education,Small,2024-12-30
1667,CUST01667,Cooper-Thomas,MidMarket,Manufacturing,Medium,2026-05-23
1668,CUST01668,Simmons PLC,SMB,Education,Large,2024-03-16
1669,CUST01669,Lara Ltd,SMB,Technology,Large,2021-08-09
1670,CUST01670,"Lindsey, Moreno and Sawyer",MidMarket,Finance,Large,2022-11-30
1671,CUST01671,"Palmer, Jones and Delacruz",MidMarket,Manufacturing,Small,2022-10-07
1672,CUST01672,Lynn-Blackwell,MidMarket,Education,Medium,2025-11-12
1673,CUST01673,"Nixon, Clark and Richardson",MidMarket,Healthcare,Small,2025-01-08
1674,CUST01674,Sweeney-Johnson,SMB,Finance,Medium,2025-11-06
1675,CUST01675,"Potter, Chavez and Scott",SMB,Manufacturing,Large,2023-08-07
1676,CUST01676,"Cummings, Mclean and Hansen",SMB,Education,Medium,2025-03-20
1677,CUST01677,Rogers Ltd,MidMarket,Finance,Small,2023-12-03
1678,CUST01678,Bauer-Walton,SMB,Healthcare,Medium,2021-12-05
1679,CUST01679,Myers-Carter,MidMarket,Healthcare,Small,2022-09-21
1680,CUST01680,Sullivan PLC,MidMarket,Finance,Medium,2025-09-06
1681,CUST01681,"Berger, Clark and Schmidt",MidMarket,Retail,Large,2022-06-11
1682,CUST01682,Bell and Sons,MidMarket,Retail,Large,2024-04-30
1683,CUST01683,Bradshaw Ltd,SMB,Finance,Large,2024-03-01
1684,CUST01684,Vasquez LLC,MidMarket,Technology,Large,2023-12-21
1685,CUST01685,Hernandez PLC,MidMarket,Education,Medium,2024-12-11
1686,CUST01686,Sullivan Group,MidMarket,Technology,Medium,2023-05-16
1687,CUST01687,Calhoun Ltd,SMB,Retail,Small,2022-11-04
1688,CUST01688,"Graves, Rowe and Jones",SMB,Retail,Small,2024-02-27
1689,CUST01689,Gomez PLC,SMB,Education,Small,2024-06-05
1690,CUST01690,"Montgomery, Davis and King",MidMarket,Retail,Small,2025-07-15
1691,CUST01691,Alvarez-Clark,Enterprise,Healthcare,Large,2021-10-07
1692,CUST01692,Carson Ltd,SMB,Manufacturing,Large,2022-07-23
1693,CUST01693,Martinez and Sons,MidMarket,Education,Small,2023-04-28
1694,CUST01694,Hicks-Valdez,Enterprise,Manufacturing,Large,2025-02-25
1695,CUST01695,"Brown, Knox and Lawson",SMB,Education,Medium,2024-02-21
1696,CUST01696,"Collins, Blankenship and Torres",Enterprise,Healthcare,Medium,2023-10-18
1697,CUST01697,Perez-Reid,Enterprise,Technology,Small,2023-12-08
1698,CUST01698,Osborne-Davis,SMB,Finance,Medium,2025-03-07
1699,CUST01699,Green-Davenport,Enterprise,Retail,Large,2023-07-13
1700,CUST01700,Cisneros-Moore,SMB,Education,Small,2025-03-29
1701,CUST01701,Freeman PLC,MidMarket,Technology,Medium,2024-10-11
1702,CUST01702,Martin Ltd,SMB,Finance,Small,2025-03-07
1703,CUST01703,"Robinson, Hall and Buckley",MidMarket,Education,Large,2026-03-24
1704,CUST01704,"Mason, Miller and Smith",Enterprise,Technology,Large,2025-08-05
1705,CUST01705,Schmidt and Sons,MidMarket,Manufacturing,Large,2021-12-06
1706,CUST01706,Hampton and Sons,SMB,Education,Small,2024-10-20
1707,CUST01707,Lopez Inc,SMB,Healthcare,Small,2023-11-16
1708,CUST01708,Kramer LLC,SMB,Education,Medium,2024-12-16
1709,CUST01709,"Washington, Wolf and Johnson",Enterprise,Retail,Large,2021-12-29
1710,CUST01710,Figueroa LLC,SMB,Education,Large,2022-07-11
1711,CUST01711,Espinoza Group,Enterprise,Finance,Small,2024-05-05
1712,CUST01712,Mills-Curry,SMB,Technology,Large,2023-06-09
1713,CUST01713,Hernandez-Campbell,MidMarket,Finance,Small,2025-07-19
1714,CUST01714,Small-Holt,Enterprise,Healthcare,Medium,2024-04-01
1715,CUST01715,Tate Inc,MidMarket,Finance,Small,2022-11-15
1716,CUST01716,Mueller-Duncan,Enterprise,Education,Medium,2025-03-12
1717,CUST01717,Jones and Sons,SMB,Finance,Small,2021-11-27
1718,CUST01718,"Butler, Dominguez and Morris",MidMarket,Retail,Large,2023-11-02
1719,CUST01719,Todd PLC,MidMarket,Education,Large,2025-05-27
1720,CUST01720,Black-Simon,MidMarket,Manufacturing,Small,2023-09-15
1721,CUST01721,"Hubbard, Brown and Mitchell",SMB,Finance,Small,2023-01-04
1722,CUST01722,Randall Group,Enterprise,Education,Large,2023-03-07
1723,CUST01723,Sherman-Johnson,MidMarket,Education,Medium,2025-05-16
1724,CUST01724,"Hunter, Sweeney and Richard",Enterprise,Finance,Medium,2025-06-21
1725,CUST01725,"Martinez, Gentry and Jackson",MidMarket,Healthcare,Small,2026-05-10
1726,CUST01726,Bryant PLC,MidMarket,Education,Small,2025-04-30
1727,CUST01727,Holt PLC,MidMarket,Finance,Large,2023-06-07
1728,CUST01728,"Morgan, Ramos and Pearson",MidMarket,Retail,Large,2023-12-11
1729,CUST01729,House-Miller,SMB,Finance,Large,2026-02-28
1730,CUST01730,Reilly-Cox,SMB,Finance,Small,2025-06-15
1731,CUST01731,Booker LLC,MidMarket,Healthcare,Medium,2026-01-12
1732,CUST01732,Long-Francis,Enterprise,Education,Large,2025-07-04
1733,CUST01733,"Moore, Small and Velasquez",MidMarket,Healthcare,Small,2022-08-04
1734,CUST01734,"Gonzalez, Rodriguez and Roberson",SMB,Manufacturing,Medium,2023-02-07
1735,CUST01735,"Davis, Williams and Williams",MidMarket,Finance,Large,2024-08-10
1736,CUST01736,Campbell Inc,Enterprise,Retail,Small,2025-05-24
1737,CUST01737,Davis-Robles,MidMarket,Retail,Large,2024-10-12
1738,CUST01738,Parsons-Turner,MidMarket,Healthcare,Large,2023-08-31
1739,CUST01739,"Roberts, Perez and Noble",MidMarket,Healthcare,Medium,2024-10-10
1740,CUST01740,"Crawford, Delgado and Downs",MidMarket,Technology,Medium,2024-06-14
1741,CUST01741,Ramirez-Lynch,Enterprise,Retail,Small,2025-03-05
1742,CUST01742,"Garrett, Ramirez and Davis",Enterprise,Manufacturing,Large,2023-06-08
1743,CUST01743,Goodwin Ltd,Enterprise,Healthcare,Large,2025-01-18
1744,CUST01744,Singh LLC,MidMarket,Retail,Small,2023-09-12
1745,CUST01745,"Hanson, Williams and Bradshaw",SMB,Manufacturing,Medium,2023-07-08
1746,CUST01746,Reilly LLC,SMB,Healthcare,Large,2023-08-12
1747,CUST01747,Watson-Chapman,Enterprise,Healthcare,Large,2024-09-26
1748,CUST01748,Gordon PLC,SMB,Retail,Large,2025-04-13
1749,CUST01749,"Figueroa, Sloan and Norton",SMB,Technology,Medium,2022-05-07
1750,CUST01750,"Newman, Shaw and Rich",SMB,Healthcare,Medium,2022-05-19
1751,CUST01751,Newton PLC,MidMarket,Education,Small,2025-11-26
1752,CUST01752,"House, Clark and Sanchez",Enterprise,Healthcare,Medium,2024-06-17
1753,CUST01753,Garcia and Sons,MidMarket,Manufacturing,Small,2024-05-10
